Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1023,-6496;-11120;-10292,-875;-672;-1026,0.03266843;-0.2624044;1.269935,-0.004458463;-0.2542922;1.350799,-0.04279789;-0.2158155;1.581803,0.04948923;-0.03228827;1.560667,0.2216243;-0.0009228629;1.532898,0.2099721;-0.4508732;1.468535,0
29,1023,-6516;-11272;-10888,-252;-528;-1155,0.03285908;-0.2619779;1.269741,-0.004348156;-0.2544476;1.350921,-0.04283675;-0.2157635;1.581864,0.04936747;-0.03263716;1.560406,0.2216358;-0.0009152003;1.532891,0.2100288;-0.4508933;1.468543,0
63,1021,-6456;-11196;-10800,817;-894;-953,0.03269263;-0.2618535;1.268135,-0.004481247;-0.2537242;1.350744,-0.0429198;-0.2158613;1.581835,0.04926546;-0.03248562;1.56053,0.221628;-0.0009140803;1.532884,0.2100574;-0.4508537;1.468517,0
96,1023,-6644;-11524;-11096,2210;-757;-1025,0.03252427;-0.261612;1.270983,-0.004302991;-0.2538891;1.351063,-0.04297489;-0.2157958;1.582076,0.04924023;-0.03254155;1.560558,0.221636;-0.0009045866;1.532898,0.2100784;-0.4508579;1.468605,0
129,1020,-6484;-11064;-10296,2746;-882;-682,0.0329619;-0.262067;1.268604,-0.004235431;-0.2538143;1.350906,-0.04302914;-0.2160229;1.581949,0.04924712;-0.03264832;1.560275,0.2216364;-0.0009072535;1.532893,0.2101012;-0.4508653;1.468595,0
164,1023,-6440;-11324;-10096,1521;-755;-1144,0.03201931;-0.2626848;1.269745,-0.004109085;-0.2540716;1.351133,-0.04303734;-0.2158963;1.582088,0.04923084;-0.03265974;1.560359,0.2216485;-0.0008898482;1.532936,0.2101475;-0.4509126;1.468613,0
198,1023,-6576;-11248;-10436,774;-449;-895,0.0302483;-0.2623803;1.264455,-0.004147442;-0.2541862;1.351154,-0.04290427;-0.2157825;1.5821,0.0492998;-0.03305031;1.559585,0.2216449;-0.0008869167;1.532938,0.2102919;-0.4510101;1.468535,0
232,1022,-6512;-11324;-10584,245;-550;-908,0.025211;-0.2635843;1.258576,-0.005669043;-0.2536847;1.349641,-0.04245941;-0.2162142;1.581069,0.04918439;-0.03298113;1.559684,0.2216368;-0.0008717647;1.532926,0.2103264;-0.4510517;1.468489,0
263,1023,-6560;-11292;-10688,647;-207;-1282,0.01841342;-0.2639461;1.252391,-0.01582032;-0.2541837;1.348252,-0.0425104;-0.2162295;1.580996,0.04913998;-0.03289661;1.559764,0.2216311;-0.0008608471;1.532898,0.2105259;-0.4510967;1.468567,0
297,1021,-6592;-11344;-10384,1307;-583;-1043,0.008544246;-0.2653738;1.24801,-0.02141904;-0.2536766;1.346944,-0.04236433;-0.2166927;1.580442,0.04920065;-0.03310737;1.559484,0.2216372;-0.0007971185;1.533045,0.2109366;-0.4511564;1.468929,0
330,1019,-6460;-11144;-10568,1170;-606;-871,-0.004303138;-0.2636893;1.239378,-0.02333141;-0.2529308;1.344112,-0.04176512;-0.2179971;1.578146,0.04902436;-0.0331706;1.559416,0.2215865;-0.000746935;1.532837,0.2109345;-0.4511522;1.46892,0
363,1023,-6648;-11284;-10428,572;-392;-1012,-0.0272998;-0.2547487;1.258984,-0.02536215;-0.2527103;1.343778,-0.04180548;-0.2179434;1.577987,0.04892936;-0.03334055;1.559235,0.2215403;-0.0007353714;1.532769,0.2109372;-0.4512255;1.469064,0
397,1020,-6576;-11264;-10428,249;-517;-844,-0.0273919;-0.2629913;1.267009,-0.006316863;-0.3648246;1.396145,-0.04149642;-0.2184587;1.57792,0.04886501;-0.033516;1.559182,0.2215015;-0.0007090093;1.532837,0.210093;-0.4519504;1.4707,0
432,1023,-6632;-11040;-10792,-831;-368;-1345,-0.03798141;-0.2743813;1.274822,-0.005636633;-0.3666906;1.397137,-0.04137152;-0.2187326;1.577453,0.04882409;-0.03373205;1.558698,0.221349;-0.0007042037;1.532675,0.2093951;-0.4522368;1.470876,0
463,1023,-6812;-11704;-11584,3589;137;-1641,-0.05385647;-0.2760376;1.27199,-0.003581269;-0.3730313;1.403444,-0.04128205;-0.2187995;1.577766,0.04877668;-0.03385633;1.558656,0.2212742;-0.0006176757;1.532957,0.2086594;-0.4525102;1.472191,0
496,1023,-6620;-11108;-10060,3644;-746;-1329,-0.06581123;-0.2725909;1.26632,-0.04083922;-0.2735685;1.347911,-0.03997607;-0.2181211;1.578589,0.04864212;-0.03408759;1.558243,0.2211231;-0.0005562298;1.53287,0.2080649;-0.4527489;1.472428,0
530,1021,-6372;-10964;-9836,166;-652;-1102,-0.07705779;-0.2707912;1.264536,-0.05587157;-0.2645545;1.347916,-0.03924882;-0.217143;1.579814,0.04854175;-0.0342522;1.558251,0.2211129;-0.0005417895;1.532917,0.2078134;-0.4530483;1.472877,0
563,1023,-6568;-11168;-10484,-804;-271;-886,-0.08803099;-0.2698859;1.263121,-0.05919894;-0.2629506;1.34734,-0.03877622;-0.2172996;1.579291,0.0486293;-0.03438326;1.557682,0.2210848;-0.0005352395;1.532901,0.2076933;-0.4531305;1.472912,0
598,1023,-6704;-10952;-10604,-430;-344;-1281,-0.09223963;-0.2678492;1.274414,-0.06335228;-0.2614557;1.34749,-0.03819278;-0.2182146;1.57944,0.04844339;-0.03458587;1.558018,0.2210977;-0.0004697755;1.533167,0.2074301;-0.4533359;1.473979,0
