Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,1023,-640;-15324;-6552,129;-71;-1877,-0.01251506;-0.2824557;1.234413,-0.0415877;-0.260894;1.341247,-0.04422779;-0.2273622;1.576203,0.04836725;-0.03562326;1.558958,0.2219275;-0.002303757;1.534363,0.2090847;-0.4529458;1.472844,0
33,1023,-756;-15344;-6616,1105;-799;-1400,-0.01223535;-0.2809594;1.231215,-0.0429607;-0.2611241;1.341235,-0.04422344;-0.2274145;1.576176,0.04837711;-0.0356445;1.55883,0.2219335;-0.002303433;1.534354,0.2090898;-0.4529365;1.472816,0
65,1019,-364;-15068;-6932,1153;-1256;-1140,-0.01189544;-0.2822927;1.234554,-0.03621091;-0.2660065;1.343171,-0.04432952;-0.2273038;1.577183,0.04838326;-0.03564867;1.558831,0.2220429;-0.002269095;1.534775,0.2090188;-0.4528441;1.473438,0
98,1023,-552;-15512;-7044,907;-891;-1113,-0.01263422;-0.2811551;1.232492,-0.04361333;-0.2605995;1.342153,-0.04431504;-0.2273349;1.577161,0.04835416;-0.03568836;1.558799,0.2220622;-0.002281118;1.534774,0.2090639;-0.4529727;1.473395,0
131,1021,-352;-15788;-7332,1161;-328;-1018,-0.01203028;-0.2806328;1.231007,-0.04400085;-0.2602545;1.341651,-0.04439545;-0.2273779;1.576716,0.0483137;-0.03560155;1.558734,0.2220687;-0.002284565;1.534695,0.2089584;-0.4529213;1.473231,0
165,1022,-484;-15656;-6920,1018;-76;-1032,-0.01231799;-0.2815412;1.22985,-0.03855981;-0.2627796;1.341502,-0.04436006;-0.2275585;1.576148,0.04830714;-0.03564288;1.558574,0.2219338;-0.002371195;1.53449,0.208952;-0.4529087;1.473011,0
198,1023,-476;-15400;-6916,1386;-433;-1070,-0.01232137;-0.2813179;1.231928,-0.03819578;-0.2631867;1.341246,-0.04435905;-0.2279719;1.575883,0.04826252;-0.03574415;1.558453,0.221962;-0.00238277;1.534439,0.2089526;-0.4529055;1.473004,0
232,1021,-604;-15412;-6928,1342;-414;-1105,-0.01120131;-0.2823554;1.232013,-0.0414447;-0.261589;1.341127,-0.04432542;-0.2278272;1.576046,0.04826304;-0.03576071;1.558452,0.2220572;-0.002407423;1.534674,0.2089602;-0.4528941;1.473213,0
267,1020,-556;-15300;-6900,1196;-338;-892,-0.01254003;-0.2823703;1.230398,-0.04044236;-0.2648966;1.341438,-0.04422072;-0.2279871;1.575858,0.04827442;-0.03575212;1.558404,0.2220517;-0.002377858;1.534677,0.2089572;-0.4528835;1.473211,0
298,1023,-732;-15200;-6768,1379;-668;-733,-0.01503268;-0.2812336;1.23025,-0.04038426;-0.2650455;1.341375,-0.0441722;-0.2280836;1.575786,0.04823945;-0.03581626;1.558339,0.2220529;-0.002369658;1.534677,0.2089671;-0.4528821;1.473199,0
331,1023,-740;-15604;-6536,1129;-536;-1014,-0.01853832;-0.2810881;1.225814,-0.04025758;-0.265211;1.341934,-0.04409128;-0.2277844;1.576269,0.04824141;-0.03581944;1.558299,0.2220514;-0.002368094;1.534678,0.2089462;-0.4528882;1.473203,0
365,1020,-816;-15940;-6648,1077;-1320;-1690,-0.03140222;-0.2719479;1.239103,-0.04013474;-0.265045;1.341015,-0.04376886;-0.2282757;1.57546,0.04819387;-0.03585327;1.55813,0.2219494;-0.002372559;1.534213,0.208861;-0.453215;1.472631,0
398,1023,-980;-15840;-6520,128;-2865;-3063,-0.03545975;-0.2722832;1.234694,-0.03758328;-0.2676491;1.312918,-0.06424242;-0.2384129;1.535735,0.04819297;-0.03587005;1.558115,0.2219487;-0.002378508;1.534268,0.2086388;-0.45333;1.472799,0
432,1023,-1196;-16336;-6264,378;-5947;-4689,-0.04013176;-0.2710516;1.235346,-0.0365059;-0.2675669;1.313429,-0.05466561;-0.2433068;1.531978,0.04817302;-0.03591315;1.558093,0.221898;-0.002361302;1.534355,0.2078581;-0.4536209;1.473485,0
468,1023,-804;-15728;-6060,852;-8565;-6438,-0.04564619;-0.2717762;1.25213,-0.03686078;-0.2679442;1.314026,-0.05793896;-0.2417902;1.53461,0.04819861;-0.03593486;1.558031,0.2218989;-0.002346422;1.534493,0.2075938;-0.4537392;1.473803,0
498,1023,-1324;-15772;-6448,3146;-12133;-5467,-0.04749909;-0.2741627;1.2847,-0.03418732;-0.2835599;1.341535,-0.04099081;-0.2338777;1.57345,0.04820662;-0.03600078;1.557887,0.2218884;-0.002339568;1.534489,0.2071679;-0.4538374;1.473935,0
531,1021,-320;-13628;-6312,4290;-15497;-4890,-0.05291615;-0.2884431;1.281457,-0.004380397;-0.3837762;1.402026,-0.04189284;-0.2301367;1.57689,0.04797874;-0.03591298;1.55833,0.2218688;-0.002312941;1.534474,0.2071873;-0.4537824;1.473899,0
565,1023,-604;-14928;-7336,-6947;-10429;-6583,-0.06571572;-0.2803033;1.280549,-0.04306965;-0.2883936;1.347279,-0.04166225;-0.22999;1.577198,0.04800761;-0.03593859;1.558251,0.2218705;-0.00231107;1.534474,0.2068663;-0.4538648;1.474228,0
598,1020,-1628;-15860;-7068,-3019;-13039;-6511,-0.07485604;-0.2800973;1.273724,-0.0560566;-0.2781425;1.344884,-0.04082381;-0.2309233;1.576913,0.04801619;-0.03597437;1.558206,0.2218856;-0.002299907;1.53449,0.2066226;-0.4539334;1.474412,0
632,338,136;-13728;-8652,-4316;-12955;-10252,-0.08341235;-0.2803254;1.274234,-0.05990909;-0.2804971;1.332079,-0.04246371;-0.2430984;1.565775,0.04803351;-0.03596679;1.55817,0.2218854;-0.002298959;1.534489,0.2066343;-0.4539469;1.47447,0
667,329,152;-15784;-7872,-2001;-17065;-10433,-0.09082939;-0.2800983;1.270292,-0.06384023;-0.2809266;1.327098,-0.04257577;-0.2483236;1.561207,0.04803556;-0.03596811;1.558168,0.2218922;-0.002280646;1.534486,0.2066775;-0.4540461;1.474548,0
699,333,24;-13892;-9272,-5936;-14077;-9982,-0.09652493;-0.2806799;1.265883,-0.06481536;-0.2802688;1.329247,-0.03846473;-0.2494641;1.563081,0.04825931;-0.03561955;1.55879,0.2218971;-0.002278965;1.534501,0.2062412;-0.4539932;1.474852,0
731,334,788;-13436;-9340,-3515;-19200;-10349,-0.1006136;-0.2812946;1.267342,-0.06683995;-0.2798417;1.33077,-0.03705197;-0.2499192;1.564302,0.0482773;-0.0356494;1.558714,0.2218486;-0.002288269;1.534474,0.2060257;-0.4540167;1.475104,0
765,336,1576;-13640;-10556,-4403;-15287;-8474,-0.1023017;-0.2806823;1.265535,-0.06915709;-0.2794376;1.33001,-0.03705417;-0.2502432;1.563325,0.04819391;-0.03585324;1.558626,0.2218576;-0.002291241;1.534452,0.2059879;-0.4540439;1.475144,0
798,338,1100;-14072;-11268,-1981;-10193;-5863,-0.1031919;-0.2821276;1.266826,-0.07025124;-0.2774523;1.33672,-0.038267;-0.2428608;1.569293,0.04812647;-0.03601828;1.558479,0.2218432;-0.002287202;1.534353,0.2061317;-0.453895;1.475007,0
831,339,160;-13564;-11444,-539;-7285;-5244,-0.1049035;-0.2822728;1.264244,-0.0732155;-0.2800288;1.322818,-0.03478523;-0.2519491;1.555302,0.04815317;-0.03603984;1.558348,0.2218399;-0.002290018;1.534352,0.2061248;-0.4539253;1.475025,0
866,342,948;-13972;-11152,1437;-4710;-4477,-0.1025161;-0.2833233;1.264736,-0.07428206;-0.2802061;1.322866,-0.03492523;-0.2521001;1.55519,0.04802549;-0.03619057;1.558351,0.2218803;-0.002277154;1.534267,0.2061793;-0.4538218;1.475,0
902,337,-196;-12872;-10888,1156;-2240;-3066,-0.1020933;-0.2837864;1.2653,-0.07412866;-0.2799813;1.324665,-0.03412785;-0.2522926;1.556929,0.04802741;-0.03619566;1.558345,0.2218714;-0.002293501;1.53427,0.20618;-0.4539177;1.475113,0
933,339,1832;-13612;-10440,1096;-831;-1559,-0.1008036;-0.2838901;1.262388,-0.07679221;-0.2816375;1.313018,-0.03715596;-0.2516925;1.545058,0.04801751;-0.03626835;1.558254,0.2218553;-0.002290059;1.534225,0.2060043;-0.4538187;1.47531,0
966,338,12;-13172;-10548,926;1074;42,-0.09833473;-0.2843724;1.26409,-0.07078339;-0.2716033;1.355973,-0.03911958;-0.2237715;1.586178,0.04827071;-0.03602551;1.558545,0.221839;-0.002304654;1.534209,0.2059928;-0.4537071;1.47539,0
998,338,600;-13412;-10964,1403;2489;1272,-0.09782246;-0.2845888;1.261229,-0.07714583;-0.2820668;1.311543,-0.04266952;-0.2491834;1.54401,0.0482717;-0.03609717;1.558472,0.2218125;-0.002321752;1.534217,0.2059141;-0.4537719;1.47552,0
1032,332,1924;-13204;-11032,3461;8967;4551,-0.09426603;-0.2836618;1.260901,-0.07522321;-0.2811038;1.320299,-0.03887063;-0.2505327;1.552799,0.04825981;-0.0361257;1.558385,0.2217684;-0.002346041;1.534096,0.2058164;-0.4538557;1.475596,0
1065,326,1404;-13728;-10464,2896;12377;5153,-0.0906706;-0.2853516;1.265332,-0.07345855;-0.2823331;1.319859,-0.0393661;-0.2503509;1.552511,0.04825433;-0.03612711;1.558405,0.2218321;-0.002382854;1.534631,0.2057433;-0.4539812;1.476292,0
1099,333,1396;-13408;-11648,4624;21318;11066,-0.08505115;-0.2823275;1.27091,-0.06748296;-0.2731511;1.358132,-0.0396136;-0.2251717;1.588803,0.04828001;-0.03618136;1.558274,0.2218283;-0.002382747;1.534626,0.2059342;-0.4539353;1.476205,0
1133,333,-796;-12708;-10304,4091;19143;12140,-0.07365194;-0.2832627;1.272493,-0.06102236;-0.2736092;1.357163,-0.03965456;-0.2253857;1.588488,0.04846343;-0.03594286;1.558547,0.2218104;-0.002416531;1.534518,0.2059167;-0.4539859;1.476111,0
1168,338,36;-14248;-9848,4223;17243;11736,-0.06550335;-0.2844923;1.28046,-0.05735247;-0.2749708;1.357966,-0.03988462;-0.2256228;1.58938,0.04844985;-0.035932;1.558584,0.2218165;-0.002418061;1.534645,0.2060045;-0.4539572;1.476172,0
1201,1023,-896;-13492;-9768,-158;16732;13077,-0.05559191;-0.2796692;1.290791,-0.05118448;-0.2808971;1.358503,-0.04019128;-0.2256372;1.588952,0.04841749;-0.03603028;1.55837,0.2216079;-0.002541356;1.534235,0.2059586;-0.4538938;1.475874,0
1235,1023,-1928;-14108;-10572,3458;15679;12405,-0.05075868;-0.2767331;1.291433,-0.04527471;-0.2872742;1.356266,-0.04064115;-0.2288692;1.586139,0.04838306;-0.03610196;1.558351,0.2216266;-0.002547011;1.534253,0.2060018;-0.4538956;1.475841,0
